"Figure NA.7 – Values of ce,(z)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Height (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.372,1.748,1.7769,1.806,1.8354,1.865,1.8948,1.9249,1.9552,1.9858,2.0165,2.0475,2.0788,2.1102,2.1419,2.1738,2.2059,2.2383,2.2709,2.3037,2.3367,2.3699,2.4034,2.4371,2.4709,2.505,2.5393,2.5738,2.6085,2.6379,2.6637,2.6896,2.7155,2.7415,2.7675,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.398,1.7408,1.7695,1.7986,1.8278,1.8573,1.887,1.917,1.9472,1.9776,2.0082,2.0391,2.0702,2.1015,2.1331,2.1649,2.1969,2.2291,2.2615,2.2942,2.3271,2.3602,2.3935,2.427,2.4608,2.4947,2.5289,2.5632,2.5978,2.6326,2.6637,2.6896,2.7155,2.7415,2.7675,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.427,1.7337,1.7624,1.7913,1.8204,1.8498,1.8794,1.9092,1.9393,1.9695,2.0001,2.0308,2.0618,2.093,2.1244,2.1561,2.1879,2.22,2.2523,2.2849,2.3176,2.3506,2.3838,2.4172,2.4508,2.4846,2.5186,2.5528,2.5872,2.6219,2.6567,2.6896,2.7155,2.7415,2.7675,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.457,1.7267,1.7553,1.7841,1.8131,1.8423,1.8718,1.9015,1.9315,1.9616,1.992,2.0227,2.0535,2.0846,2.1159,2.1474,2.1792,2.2111,2.2433,2.2757,2.3083,2.3412,2.3742,2.4075,2.4409,2.4746,2.5085,2.5426,2.5769,2.6113,2.646,2.6809,2.7155,2.7415,2.7675,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.49,1.7199,1.7483,1.777,1.8059,1.835,1.8644,1.894,1.9238,1.9539,1.9841,2.0147,2.0454,2.0763,2.1075,2.1389,2.1705,2.2024,2.2344,2.2667,2.2992,2.3319,2.3648,2.3979,2.4313,2.4648,2.4985,2.5325,2.5666,2.601,2.6355,2.6702,2.7052,2.7403,2.7675,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.525,1.7132,1.7415,1.7701,1.7988,1.8279,1.8571,1.8866,1.9163,1.9462,1.9764,2.0068,2.0374,2.0682,2.0993,2.1305,2.162,2.1937,2.2257,2.2578,2.2902,2.3228,2.3555,2.3885,2.4218,2.4552,2.4888,2.5226,2.5566,2.5908,2.6252,2.6598,2.6946,2.7295,2.7647,2.7935,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.562,1.7065,1.7348,1.7632,1.7919,1.8208,1.8499,1.8793,1.9089,1.9387,1.9688,1.999,2.0295,2.0602,2.0912,2.1223,2.1537,2.1853,2.2171,2.2491,2.2813,2.3138,2.3465,2.3793,2.4124,2.4457,2.4792,2.5128,2.5467,2.5808,2.6151,2.6495,2.6842,2.719,2.754,2.7892,2.8196,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.603,1.7,1.7281,1.7565,1.7851,1.8139,1.8429,1.8721,1.9016,1.9313,1.9613,1.9914,2.0218,2.0524,2.0832,2.1142,2.1455,2.1769,2.2086,2.2405,2.2726,2.305,2.3375,2.3702,2.4032,2.4364,2.4697,2.5033,2.537,2.571,2.6051,2.6394,2.6739,2.7086,2.7435,2.7785,2.8138,2.8457,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.646,1.6936,1.7216,1.7499,1.7783,1.807,1.836,1.8651,1.8945,1.9241,1.9539,1.9839,2.0142,2.0446,2.0753,2.1063,2.1374,2.1687,2.2003,2.2321,2.2641,2.2963,2.3287,2.3613,2.3942,2.4272,2.4604,2.4938,2.5275,2.5613,2.5953,2.6295,2.6639,2.6984,2.7332,2.7681,2.8032,2.8384,2.8718,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.692,1.6873,1.7152,1.7434,1.7717,1.8003,1.8291,1.8582,1.8874,1.9169,1.9466,1.9765,2.0067,2.037,2.0676,2.0984,2.1294,2.1607,2.1921,2.2238,2.2557,2.2878,2.32,2.3525,2.3853,2.4182,2.4513,2.4846,2.5181,2.5518,2.5856,2.6197,2.654,2.6884,2.723,2.7578,2.7927,2.8279,2.8631,2.8979,2.924,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.741,1.6811,1.7089,1.737,1.7652,1.7937,1.8224,1.8513,1.8805,1.9099,1.9395,1.9693,1.9993,2.0296,2.06,2.0907,2.1216,2.1527,2.1841,2.2156,2.2474,2.2794,2.3115,2.3439,2.3765,2.4093,2.4423,2.4755,2.5088,2.5424,2.5762,2.6101,2.6442,2.6785,2.713,2.7477,2.7825,2.8175,2.8526,2.8879,2.9233,2.9502,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.794,1.675,1.7027,1.7307,1.7588,1.7872,1.8158,1.8446,1.8737,1.9029,1.9324,1.9621,1.9921,2.0222,2.0526,2.0831,2.1139,2.1449,2.1762,2.2076,2.2392,2.2711,2.3031,2.3354,2.3679,2.4005,2.4334,2.4665,2.4997,2.5332,2.5668,2.6006,2.6346,2.6688,2.7032,2.7377,2.7724,2.8073,2.8423,2.8774,2.9128,2.9482,2.9763,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.851,1.669,1.6967,1.7245,1.7525,1.7808,1.8093,1.838,1.867,1.8961,1.9255,1.9551,1.9849,2.015,2.0452,2.0757,2.1064,2.1373,2.1684,2.1997,2.2312,2.263,2.2949,2.327,2.3594,2.3919,2.4247,2.4576,2.4908,2.5241,2.5576,2.5913,2.6252,2.6593,2.6935,2.7279,2.7625,2.7972,2.8321,2.8671,2.9023,2.9376,2.9731,3.0024,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.912,1.6631,1.6907,1.7184,1.7463,1.7745,1.8029,1.8315,1.8604,1.8894,1.9187,1.9482,1.9779,2.0078,2.038,2.0683,2.0989,2.1297,2.1607,2.1919,2.2233,2.255,2.2868,2.3188,2.3511,2.3835,2.4161,2.4489,2.482,2.5152,2.5486,2.5822,2.6159,2.6499,2.684,2.7183,2.7527,2.7873,2.8221,2.857,2.8921,2.9273,2.9626,2.9981,3.0285,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
0.977,1.6573,1.6847,1.7124,1.7402,1.7683,1.7966,1.8251,1.8539,1.8828,1.912,1.9414,1.971,2.0008,2.0309,2.0611,2.0916,2.1223,2.1532,2.1843,2.2156,2.2471,2.2788,2.3107,2.3428,2.3752,2.4077,2.4404,2.4733,2.5064,2.5397,2.5731,2.6068,2.6406,2.6746,2.7088,2.7431,2.7776,2.8122,2.847,2.8819,2.917,2.9522,2.9876,3.023,3.0545,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.047,1.6516,1.6789,1.7065,1.7342,1.7622,1.7904,1.8188,1.8475,1.8763,1.9054,1.9347,1.9642,1.9939,2.0238,2.054,2.0844,2.1149,2.1457,2.1767,2.2079,2.2393,2.2709,2.3027,2.3348,2.367,2.3994,2.432,2.4648,2.4977,2.5309,2.5643,2.5978,2.6315,2.6654,2.6994,2.7336,2.768,2.8025,2.8372,2.872,2.907,2.9421,2.9773,3.0126,3.0481,3.0806,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.122,1.646,1.6732,1.7006,1.7283,1.7562,1.7843,1.8126,1.8412,1.8699,1.8989,1.9281,1.9575,1.9871,2.0169,2.047,2.0773,2.1077,2.1384,2.1693,2.2004,2.2317,2.2632,2.2949,2.3268,2.3589,2.3912,2.4237,2.4564,2.4892,2.5223,2.5555,2.5889,2.6225,2.6563,2.6902,2.7243,2.7586,2.793,2.8275,2.8622,2.8971,2.932,2.9671,3.0023,3.0377,3.0731,3.1065,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.202,1.6404,1.6676,1.6949,1.7225,1.7503,1.7783,1.8065,1.835,1.8636,1.8925,1.9216,1.9509,1.9804,2.0102,2.0401,2.0703,2.1006,2.1312,2.162,2.193,2.2242,2.2556,2.2872,2.319,2.3509,2.3831,2.4155,2.4481,2.4808,2.5138,2.5469,2.5802,2.6137,2.6473,2.6811,2.7151,2.7493,2.7835,2.818,2.8526,2.8873,2.9221,2.9571,2.9922,3.0274,3.0628,3.0982,3.1324,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.288,1.635,1.662,1.6893,1.7168,1.7445,1.7724,1.8005,1.8289,1.8574,1.8862,1.9152,1.9444,1.9738,2.0035,2.0333,2.0634,2.0936,2.1241,2.1548,2.1857,2.2168,2.2481,2.2796,2.3112,2.3431,2.3752,2.4075,2.4399,2.4726,2.5054,2.5384,2.5716,2.605,2.6385,2.6722,2.7061,2.7401,2.7743,2.8086,2.8431,2.8777,2.9124,2.9473,2.9823,3.0174,3.0526,3.0879,3.1233,3.1583,3.184,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.38,1.6296,1.6566,1.6837,1.7111,1.7387,1.7665,1.7946,1.8228,1.8513,1.88,1.9089,1.938,1.9673,1.9969,2.0266,2.0566,2.0868,2.1171,2.1477,2.1785,2.2095,2.2407,2.2721,2.3036,2.3354,2.3674,2.3996,2.4319,2.4645,2.4972,2.5301,2.5632,2.5964,2.6298,2.6634,2.6972,2.7311,2.7652,2.7994,2.8337,2.8682,2.9028,2.9376,2.9725,3.0075,3.0425,3.0777,3.113,3.1484,3.1838,3.2097,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.479,1.6243,1.6512,1.6783,1.7056,1.7331,1.7608,1.7888,1.8169,1.8453,1.8739,1.9027,1.9317,1.961,1.9904,2.02,2.0499,2.08,2.1102,2.1407,2.1714,2.2023,2.2334,2.2647,2.2962,2.3278,2.3597,2.3918,2.424,2.4565,2.4891,2.5219,2.5548,2.588,2.6213,2.6548,2.6884,2.7222,2.7562,2.7903,2.8245,2.8589,2.8934,2.9281,2.9628,2.9977,3.0327,3.0677,3.1029,3.1381,3.1734,3.2088,3.2353,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.585,1.6191,1.6459,1.6729,1.7001,1.7275,1.7552,1.783,1.8111,1.8394,1.8679,1.8966,1.9255,1.9547,1.984,2.0136,2.0433,2.0733,2.1035,2.1339,2.1644,2.1952,2.2262,2.2574,2.2888,2.3204,2.3521,2.3841,2.4162,2.4486,2.4811,2.5138,2.5466,2.5797,2.6129,2.6463,2.6798,2.7135,2.7473,2.7813,2.8155,2.8497,2.8841,2.9187,2.9533,2.9881,3.0229,3.0579,3.0929,3.1281,3.1633,3.1985,3.2339,3.2608,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.698,1.614,1.6407,1.6676,1.6947,1.722,1.7496,1.7774,1.8053,1.8335,1.862,1.8906,1.9194,1.9485,1.9777,2.0072,2.0368,2.0667,2.0968,2.1271,2.1576,2.1883,2.2192,2.2502,2.2815,2.313,2.3447,2.3765,2.4086,2.4408,2.4732,2.5058,2.5386,2.5715,2.6046,2.6379,2.6713,2.7049,2.7386,2.7725,2.8065,2.8407,2.875,2.9094,2.9439,2.9786,3.0133,3.0482,3.0831,3.1181,3.1532,3.1884,3.2236,3.2589,3.2862,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.82,1.6089,1.6355,1.6623,1.6894,1.7166,1.7441,1.7718,1.7997,1.8278,1.8561,1.8846,1.9134,1.9423,1.9715,2.0009,2.0305,2.0602,2.0902,2.1204,2.1508,2.1814,2.2122,2.2432,2.2744,2.3058,2.3373,2.3691,2.401,2.4331,2.4655,2.4979,2.5306,2.5634,2.5964,2.6296,2.6629,2.6964,2.73,2.7638,2.7977,2.8318,2.866,2.9003,2.9347,2.9692,3.0039,3.0386,3.0735,3.1084,3.1433,3.1784,3.2135,3.2486,3.2838,3.3114,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
1.95,1.6039,1.6304,1.6572,1.6841,1.7113,1.7387,1.7663,1.7941,1.8221,1.8504,1.8788,1.9075,1.9363,1.9654,1.9947,2.0242,2.0539,2.0838,2.1139,2.1442,2.1746,2.2053,2.2362,2.2673,2.2986,2.3301,2.3617,2.3936,2.4256,2.4578,2.4902,2.5228,2.5555,2.5884,2.6215,2.6547,2.688,2.7216,2.7552,2.7891,2.823,2.8571,2.8913,2.9256,2.96,2.9946,3.0292,3.0639,3.0987,3.1336,3.1685,3.2035,3.2386,3.2736,3.3087,3.3365,3.3614,3.3862,3.4109,3.4353,3.4595,3.4836,3.5074,3.531,3.5544,3.5776,3.6005,3.6231,3.6455,3.6676,3.6894,3.7109,3.7322,3.7532,3.7739,3.7943,3.8144,3.8343,3.8538,3.8732,3.8922,3.9111,3.9297,3.9481,3.9664,3.9844,4.0024,4.0202,4.038,4.0558,4.0735,4.0913,4.1092,4.1272,4.1453,4.1637,4.1824,4.2014,4.2207,4.2405,4.2607,4.2815,4.3029,4.3248,4.3475,4.3709,4.395,4.4199,4.4457,4.4723
