Figure NA.3 – Values of cr(z),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Height (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.749,0.7464,0.7546,0.7628,0.771,0.7792,0.7875,0.7957,0.8039,0.8121,0.8204,0.8286,0.8368,0.8451,0.8533,0.8616,0.8698,0.878,0.8863,0.8946,0.9028,0.9111,0.9194,0.9276,0.9359,0.9442,0.9525,0.9608,0.9691,0.9774,0.9857,0.994,1.0023,1.0107,1.019,1.0274,1.0357,1.0441,1.0525,1.0608,1.0692,1.0776,1.086,1.0945,1.1029,1.1114,1.1198,1.1283,1.1368,1.1453,1.1538,1.1623,1.1709,1.1794,1.188,1.1966,1.2053,1.2139,1.2226,1.2313,1.24,1.2487,1.2575,1.2663,1.2751,1.284,1.2929,1.3018,1.3107,1.3197,1.3288,1.3378,1.3469,1.3561,1.3653,1.3745,1.3838,1.3932,1.4026,1.4121,1.4216,1.4312,1.4408,1.4505,1.4603,1.4702,1.4801,1.4901,1.5002,1.5104,1.5207,1.531,1.5415,1.5521,1.5628,1.5736,1.5845,1.5955,1.6067,1.618,1.6294,1.641,1.6528,1.6646,1.6767,1.6889,1.7013,1.7139,1.7267,1.7396,1.7528
12.589,0.7455,0.7537,0.7619,0.7701,0.7783,0.7865,0.7948,0.803,0.8112,0.8194,0.8276,0.8359,0.8441,0.8523,0.8606,0.8688,0.877,0.8853,0.8935,0.9018,0.91,0.9183,0.9266,0.9348,0.9431,0.9514,0.9597,0.968,0.9763,0.9846,0.9929,1.0012,1.0095,1.0178,1.0262,1.0345,1.0429,1.0512,1.0596,1.068,1.0764,1.0848,1.0932,1.1016,1.1101,1.1185,1.127,1.1355,1.144,1.1525,1.161,1.1695,1.1781,1.1867,1.1953,1.2039,1.2125,1.2212,1.2299,1.2386,1.2473,1.2561,1.2648,1.2737,1.2825,1.2914,1.3003,1.3092,1.3182,1.3272,1.3363,1.3454,1.3545,1.3637,1.373,1.3823,1.3916,1.401,1.4104,1.4199,1.4295,1.4391,1.4488,1.4586,1.4685,1.4784,1.4884,1.4985,1.5086,1.5189,1.5293,1.5397,1.5503,1.561,1.5718,1.5827,1.5937,1.6048,1.6161,1.6276,1.6391,1.6509,1.6627,1.6748,1.687,1.6994,1.7119,1.7247,1.7376,1.7508
13.49,0.7447,0.7529,0.7611,0.7693,0.7775,0.7857,0.7939,0.8021,0.8103,0.8185,0.8267,0.8349,0.8431,0.8514,0.8596,0.8678,0.876,0.8843,0.8925,0.9008,0.909,0.9173,0.9255,0.9338,0.942,0.9503,0.9586,0.9669,0.9752,0.9834,0.9917,1.0001,1.0084,1.0167,1.025,1.0334,1.0417,1.0501,1.0584,1.0668,1.0752,1.0836,1.092,1.1004,1.1088,1.1173,1.1257,1.1342,1.1427,1.1512,1.1597,1.1682,1.1768,1.1853,1.1939,1.2025,1.2111,1.2198,1.2285,1.2372,1.2459,1.2546,1.2634,1.2722,1.281,1.2899,1.2988,1.3077,1.3167,1.3257,1.3348,1.3439,1.353,1.3622,1.3714,1.3807,1.39,1.3994,1.4088,1.4183,1.4279,1.4375,1.4472,1.457,1.4668,1.4767,1.4867,1.4968,1.5069,1.5172,1.5275,1.538,1.5485,1.5592,1.57,1.5809,1.5919,1.603,1.6143,1.6257,1.6373,1.649,1.6608,1.6729,1.6851,1.6974,1.71,1.7227,1.7357,1.7488
14.454,0.7438,0.752,0.7602,0.7684,0.7766,0.7848,0.793,0.8012,0.8094,0.8176,0.8258,0.834,0.8422,0.8504,0.8586,0.8668,0.8751,0.8833,0.8915,0.8997,0.908,0.9162,0.9245,0.9327,0.941,0.9492,0.9575,0.9658,0.9741,0.9823,0.9906,0.9989,1.0072,1.0155,1.0239,1.0322,1.0405,1.0489,1.0572,1.0656,1.074,1.0823,1.0907,1.0991,1.1076,1.116,1.1244,1.1329,1.1414,1.1499,1.1584,1.1669,1.1754,1.184,1.1926,1.2012,1.2098,1.2184,1.2271,1.2358,1.2445,1.2532,1.262,1.2708,1.2796,1.2885,1.2974,1.3063,1.3152,1.3242,1.3333,1.3424,1.3515,1.3606,1.3699,1.3791,1.3884,1.3978,1.4072,1.4167,1.4263,1.4359,1.4456,1.4553,1.4651,1.475,1.485,1.4951,1.5052,1.5155,1.5258,1.5363,1.5468,1.5574,1.5682,1.5791,1.5901,1.6012,1.6125,1.6239,1.6354,1.6471,1.659,1.671,1.6832,1.6955,1.7081,1.7208,1.7337,1.7468
15.488,0.743,0.7512,0.7593,0.7675,0.7757,0.7839,0.7921,0.8003,0.8085,0.8167,0.8248,0.833,0.8412,0.8494,0.8577,0.8659,0.8741,0.8823,0.8905,0.8987,0.907,0.9152,0.9234,0.9317,0.9399,0.9482,0.9564,0.9647,0.973,0.9812,0.9895,0.9978,1.0061,1.0144,1.0227,1.031,1.0394,1.0477,1.056,1.0644,1.0728,1.0811,1.0895,1.0979,1.1063,1.1148,1.1232,1.1316,1.1401,1.1486,1.1571,1.1656,1.1741,1.1827,1.1912,1.1998,1.2084,1.2171,1.2257,1.2344,1.2431,1.2518,1.2606,1.2694,1.2782,1.287,1.2959,1.3048,1.3138,1.3228,1.3318,1.3409,1.35,1.3591,1.3683,1.3776,1.3869,1.3963,1.4057,1.4151,1.4247,1.4343,1.444,1.4537,1.4635,1.4734,1.4834,1.4934,1.5036,1.5138,1.5241,1.5345,1.5451,1.5557,1.5665,1.5773,1.5883,1.5994,1.6107,1.6221,1.6336,1.6453,1.6571,1.6691,1.6813,1.6936,1.7062,1.7189,1.7318,1.7449
16.596,0.7422,0.7503,0.7585,0.7667,0.7749,0.783,0.7912,0.7994,0.8076,0.8158,0.8239,0.8321,0.8403,0.8485,0.8567,0.8649,0.8731,0.8813,0.8895,0.8978,0.906,0.9142,0.9224,0.9307,0.9389,0.9471,0.9554,0.9636,0.9719,0.9802,0.9884,0.9967,1.005,1.0133,1.0216,1.0299,1.0382,1.0465,1.0549,1.0632,1.0716,1.0799,1.0883,1.0967,1.1051,1.1135,1.1219,1.1304,1.1388,1.1473,1.1558,1.1643,1.1728,1.1814,1.1899,1.1985,1.2071,1.2157,1.2244,1.233,1.2417,1.2504,1.2592,1.268,1.2768,1.2856,1.2945,1.3034,1.3123,1.3213,1.3303,1.3394,1.3485,1.3576,1.3668,1.3761,1.3854,1.3947,1.4041,1.4136,1.4231,1.4327,1.4424,1.4521,1.4619,1.4718,1.4817,1.4918,1.5019,1.5121,1.5224,1.5329,1.5434,1.554,1.5647,1.5756,1.5866,1.5977,1.6089,1.6203,1.6318,1.6435,1.6553,1.6673,1.6794,1.6918,1.7043,1.717,1.7299,1.743
17.783,0.7414,0.7495,0.7577,0.7658,0.774,0.7822,0.7903,0.7985,0.8067,0.8149,0.823,0.8312,0.8394,0.8476,0.8558,0.864,0.8722,0.8804,0.8886,0.8968,0.905,0.9132,0.9214,0.9296,0.9379,0.9461,0.9543,0.9626,0.9708,0.9791,0.9874,0.9956,1.0039,1.0122,1.0205,1.0288,1.0371,1.0454,1.0537,1.0621,1.0704,1.0788,1.0871,1.0955,1.1039,1.1123,1.1207,1.1292,1.1376,1.1461,1.1545,1.163,1.1715,1.1801,1.1886,1.1972,1.2058,1.2144,1.223,1.2317,1.2404,1.2491,1.2578,1.2666,1.2754,1.2842,1.2931,1.302,1.3109,1.3199,1.3289,1.3379,1.347,1.3561,1.3653,1.3746,1.3839,1.3932,1.4026,1.412,1.4216,1.4311,1.4408,1.4505,1.4603,1.4702,1.4801,1.4901,1.5003,1.5105,1.5208,1.5312,1.5417,1.5523,1.563,1.5739,1.5848,1.5959,1.6072,1.6185,1.63,1.6417,1.6535,1.6655,1.6776,1.6899,1.7024,1.7151,1.728,1.7411
19.055,0.7406,0.7487,0.7569,0.765,0.7732,0.7813,0.7895,0.7977,0.8058,0.814,0.8221,0.8303,0.8385,0.8467,0.8549,0.863,0.8712,0.8794,0.8876,0.8958,0.904,0.9122,0.9204,0.9286,0.9369,0.9451,0.9533,0.9615,0.9698,0.978,0.9863,0.9945,1.0028,1.0111,1.0194,1.0277,1.036,1.0443,1.0526,1.0609,1.0693,1.0776,1.086,1.0943,1.1027,1.1111,1.1195,1.1279,1.1364,1.1448,1.1533,1.1618,1.1703,1.1788,1.1873,1.1959,1.2045,1.2131,1.2217,1.2304,1.239,1.2477,1.2565,1.2652,1.274,1.2828,1.2917,1.3006,1.3095,1.3184,1.3274,1.3365,1.3456,1.3547,1.3639,1.3731,1.3824,1.3917,1.4011,1.4105,1.42,1.4296,1.4392,1.4489,1.4587,1.4686,1.4785,1.4885,1.4986,1.5088,1.5191,1.5295,1.54,1.5506,1.5613,1.5722,1.5831,1.5942,1.6054,1.6168,1.6283,1.6399,1.6517,1.6637,1.6758,1.6881,1.7006,1.7132,1.7261,1.7392
20.417,0.7398,0.7479,0.7561,0.7642,0.7723,0.7805,0.7886,0.7968,0.805,0.8131,0.8213,0.8294,0.8376,0.8458,0.8539,0.8621,0.8703,0.8785,0.8867,0.8948,0.903,0.9112,0.9194,0.9276,0.9359,0.9441,0.9523,0.9605,0.9687,0.977,0.9852,0.9935,1.0017,1.01,1.0183,1.0266,1.0349,1.0432,1.0515,1.0598,1.0681,1.0764,1.0848,1.0932,1.1015,1.1099,1.1183,1.1267,1.1352,1.1436,1.1521,1.1605,1.169,1.1775,1.1861,1.1946,1.2032,1.2118,1.2204,1.229,1.2377,1.2464,1.2551,1.2639,1.2726,1.2814,1.2903,1.2992,1.3081,1.317,1.326,1.335,1.3441,1.3532,1.3624,1.3716,1.3809,1.3902,1.3996,1.409,1.4185,1.4281,1.4377,1.4474,1.4572,1.467,1.4769,1.4869,1.497,1.5072,1.5175,1.5279,1.5384,1.549,1.5597,1.5705,1.5814,1.5925,1.6037,1.615,1.6265,1.6381,1.6499,1.6619,1.674,1.6863,1.6988,1.7114,1.7243,1.7373
21.878,0.739,0.7471,0.7553,0.7634,0.7715,0.7797,0.7878,0.796,0.8041,0.8122,0.8204,0.8286,0.8367,0.8449,0.853,0.8612,0.8694,0.8775,0.8857,0.8939,0.9021,0.9103,0.9185,0.9267,0.9349,0.9431,0.9513,0.9595,0.9677,0.976,0.9842,0.9924,1.0007,1.0089,1.0172,1.0255,1.0338,1.042,1.0503,1.0587,1.067,1.0753,1.0836,1.092,1.1004,1.1087,1.1171,1.1255,1.134,1.1424,1.1508,1.1593,1.1678,1.1763,1.1848,1.1934,1.2019,1.2105,1.2191,1.2277,1.2364,1.2451,1.2538,1.2625,1.2713,1.2801,1.2889,1.2978,1.3067,1.3156,1.3246,1.3336,1.3427,1.3518,1.361,1.3702,1.3794,1.3887,1.3981,1.4075,1.417,1.4265,1.4362,1.4459,1.4556,1.4654,1.4754,1.4854,1.4954,1.5056,1.5159,1.5263,1.5367,1.5473,1.558,1.5688,1.5798,1.5908,1.602,1.6133,1.6248,1.6364,1.6482,1.6601,1.6722,1.6845,1.697,1.7096,1.7224,1.7355
23.442,0.7382,0.7463,0.7545,0.7626,0.7707,0.7788,0.787,0.7951,0.8033,0.8114,0.8195,0.8277,0.8358,0.844,0.8521,0.8603,0.8685,0.8766,0.8848,0.893,0.9011,0.9093,0.9175,0.9257,0.9339,0.9421,0.9503,0.9585,0.9667,0.9749,0.9832,0.9914,0.9996,1.0079,1.0161,1.0244,1.0327,1.041,1.0492,1.0575,1.0659,1.0742,1.0825,1.0909,1.0992,1.1076,1.116,1.1244,1.1328,1.1412,1.1496,1.1581,1.1666,1.1751,1.1836,1.1921,1.2007,1.2092,1.2178,1.2264,1.2351,1.2438,1.2525,1.2612,1.27,1.2787,1.2876,1.2964,1.3053,1.3142,1.3232,1.3322,1.3413,1.3504,1.3595,1.3687,1.378,1.3873,1.3966,1.406,1.4155,1.4251,1.4347,1.4443,1.4541,1.4639,1.4738,1.4838,1.4939,1.504,1.5143,1.5247,1.5351,1.5457,1.5564,1.5672,1.5781,1.5891,1.6003,1.6116,1.6231,1.6347,1.6465,1.6584,1.6705,1.6827,1.6952,1.7078,1.7206,1.7336
25.119,0.7374,0.7456,0.7537,0.7618,0.7699,0.778,0.7862,0.7943,0.8024,0.8106,0.8187,0.8268,0.835,0.8431,0.8513,0.8594,0.8676,0.8757,0.8839,0.892,0.9002,0.9084,0.9165,0.9247,0.9329,0.9411,0.9493,0.9575,0.9657,0.9739,0.9821,0.9904,0.9986,1.0068,1.0151,1.0233,1.0316,1.0399,1.0482,1.0564,1.0648,1.0731,1.0814,1.0897,1.0981,1.1064,1.1148,1.1232,1.1316,1.14,1.1484,1.1569,1.1654,1.1738,1.1823,1.1909,1.1994,1.208,1.2166,1.2252,1.2338,1.2425,1.2512,1.2599,1.2686,1.2774,1.2862,1.2951,1.304,1.3129,1.3218,1.3308,1.3399,1.349,1.3581,1.3673,1.3765,1.3858,1.3952,1.4046,1.414,1.4236,1.4332,1.4428,1.4526,1.4624,1.4723,1.4823,1.4923,1.5025,1.5127,1.5231,1.5335,1.5441,1.5548,1.5655,1.5765,1.5875,1.5987,1.61,1.6214,1.633,1.6447,1.6567,1.6687,1.681,1.6934,1.706,1.7188,1.7318
26.915,0.7367,0.7448,0.7529,0.761,0.7691,0.7772,0.7854,0.7935,0.8016,0.8097,0.8178,0.826,0.8341,0.8422,0.8504,0.8585,0.8667,0.8748,0.883,0.8911,0.8993,0.9074,0.9156,0.9238,0.932,0.9401,0.9483,0.9565,0.9647,0.9729,0.9811,0.9893,0.9976,1.0058,1.014,1.0223,1.0305,1.0388,1.0471,1.0554,1.0637,1.072,1.0803,1.0886,1.0969,1.1053,1.1137,1.122,1.1304,1.1388,1.1473,1.1557,1.1642,1.1726,1.1811,1.1896,1.1982,1.2067,1.2153,1.2239,1.2325,1.2412,1.2499,1.2586,1.2673,1.2761,1.2849,1.2937,1.3026,1.3115,1.3205,1.3295,1.3385,1.3476,1.3567,1.3659,1.3751,1.3844,1.3937,1.4031,1.4126,1.4221,1.4317,1.4414,1.4511,1.4609,1.4708,1.4807,1.4908,1.5009,1.5112,1.5215,1.532,1.5425,1.5532,1.5639,1.5748,1.5859,1.597,1.6083,1.6197,1.6313,1.6431,1.655,1.667,1.6793,1.6917,1.7043,1.7171,1.7301
28.84,0.7359,0.744,0.7521,0.7602,0.7683,0.7765,0.7846,0.7927,0.8008,0.8089,0.817,0.8251,0.8333,0.8414,0.8495,0.8576,0.8658,0.8739,0.8821,0.8902,0.8984,0.9065,0.9147,0.9228,0.931,0.9392,0.9474,0.9555,0.9637,0.9719,0.9801,0.9883,0.9966,1.0048,1.013,1.0212,1.0295,1.0378,1.046,1.0543,1.0626,1.0709,1.0792,1.0875,1.0958,1.1042,1.1125,1.1209,1.1293,1.1377,1.1461,1.1545,1.163,1.1714,1.1799,1.1884,1.197,1.2055,1.2141,1.2227,1.2313,1.2399,1.2486,1.2573,1.266,1.2748,1.2836,1.2924,1.3013,1.3102,1.3191,1.3281,1.3371,1.3462,1.3553,1.3645,1.3737,1.383,1.3923,1.4017,1.4112,1.4207,1.4302,1.4399,1.4496,1.4594,1.4693,1.4792,1.4893,1.4994,1.5096,1.52,1.5304,1.5409,1.5516,1.5623,1.5732,1.5842,1.5954,1.6067,1.6181,1.6297,1.6414,1.6533,1.6653,1.6775,1.69,1.7025,1.7153,1.7283
30.903,0.7352,0.7433,0.7514,0.7595,0.7676,0.7757,0.7838,0.7919,0.8,0.8081,0.8162,0.8243,0.8324,0.8405,0.8487,0.8568,0.8649,0.873,0.8812,0.8893,0.8975,0.9056,0.9137,0.9219,0.9301,0.9382,0.9464,0.9546,0.9628,0.9709,0.9791,0.9873,0.9955,1.0038,1.012,1.0202,1.0285,1.0367,1.045,1.0532,1.0615,1.0698,1.0781,1.0864,1.0947,1.1031,1.1114,1.1198,1.1281,1.1365,1.1449,1.1534,1.1618,1.1703,1.1787,1.1872,1.1957,1.2043,1.2128,1.2214,1.23,1.2387,1.2473,1.256,1.2648,1.2735,1.2823,1.2911,1.3,1.3089,1.3178,1.3268,1.3358,1.3449,1.354,1.3631,1.3723,1.3816,1.3909,1.4003,1.4097,1.4192,1.4288,1.4384,1.4481,1.4579,1.4678,1.4777,1.4878,1.4979,1.5081,1.5184,1.5289,1.5394,1.55,1.5608,1.5716,1.5826,1.5938,1.605,1.6165,1.628,1.6397,1.6516,1.6636,1.6759,1.6882,1.7008,1.7136,1.7266
33.113,0.7345,0.7425,0.7506,0.7587,0.7668,0.7749,0.783,0.7911,0.7992,0.8073,0.8154,0.8235,0.8316,0.8397,0.8478,0.8559,0.864,0.8722,0.8803,0.8884,0.8966,0.9047,0.9128,0.921,0.9291,0.9373,0.9455,0.9536,0.9618,0.97,0.9782,0.9864,0.9946,1.0028,1.011,1.0192,1.0274,1.0357,1.0439,1.0522,1.0604,1.0687,1.077,1.0853,1.0936,1.102,1.1103,1.1186,1.127,1.1354,1.1438,1.1522,1.1606,1.1691,1.1776,1.186,1.1946,1.2031,1.2116,1.2202,1.2288,1.2374,1.2461,1.2548,1.2635,1.2722,1.281,1.2898,1.2987,1.3076,1.3165,1.3255,1.3345,1.3435,1.3526,1.3618,1.371,1.3802,1.3895,1.3989,1.4083,1.4178,1.4274,1.437,1.4467,1.4565,1.4663,1.4763,1.4863,1.4964,1.5066,1.5169,1.5273,1.5378,1.5485,1.5592,1.5701,1.5811,1.5922,1.6034,1.6148,1.6264,1.6381,1.65,1.662,1.6742,1.6866,1.6991,1.7119,1.7248
35.481,0.7337,0.7418,0.7499,0.758,0.766,0.7741,0.7822,0.7903,0.7984,0.8065,0.8146,0.8227,0.8308,0.8389,0.847,0.8551,0.8632,0.8713,0.8794,0.8875,0.8957,0.9038,0.9119,0.9201,0.9282,0.9364,0.9445,0.9527,0.9608,0.969,0.9772,0.9854,0.9936,1.0018,1.01,1.0182,1.0264,1.0346,1.0429,1.0511,1.0594,1.0677,1.0759,1.0842,1.0925,1.1009,1.1092,1.1175,1.1259,1.1343,1.1427,1.1511,1.1595,1.1679,1.1764,1.1849,1.1934,1.2019,1.2104,1.219,1.2276,1.2362,1.2449,1.2535,1.2623,1.271,1.2798,1.2886,1.2974,1.3063,1.3152,1.3242,1.3332,1.3422,1.3513,1.3604,1.3696,1.3789,1.3882,1.3975,1.4069,1.4164,1.426,1.4356,1.4453,1.455,1.4649,1.4748,1.4848,1.4949,1.5051,1.5154,1.5258,1.5363,1.5469,1.5577,1.5685,1.5795,1.5906,1.6019,1.6133,1.6248,1.6365,1.6483,1.6603,1.6725,1.6849,1.6975,1.7102,1.7231
38.019,0.733,0.7411,0.7492,0.7572,0.7653,0.7734,0.7814,0.7895,0.7976,0.8057,0.8138,0.8219,0.83,0.838,0.8461,0.8542,0.8623,0.8705,0.8786,0.8867,0.8948,0.9029,0.911,0.9192,0.9273,0.9355,0.9436,0.9518,0.9599,0.9681,0.9762,0.9844,0.9926,1.0008,1.009,1.0172,1.0254,1.0336,1.0419,1.0501,1.0584,1.0666,1.0749,1.0832,1.0915,1.0998,1.1081,1.1164,1.1248,1.1332,1.1415,1.1499,1.1584,1.1668,1.1752,1.1837,1.1922,1.2007,1.2093,1.2178,1.2264,1.235,1.2437,1.2523,1.261,1.2697,1.2785,1.2873,1.2961,1.305,1.3139,1.3229,1.3318,1.3409,1.35,1.3591,1.3683,1.3775,1.3868,1.3961,1.4056,1.415,1.4246,1.4342,1.4439,1.4536,1.4635,1.4734,1.4834,1.4935,1.5037,1.5139,1.5243,1.5348,1.5454,1.5562,1.567,1.578,1.5891,1.6003,1.6117,1.6232,1.6349,1.6467,1.6587,1.6709,1.6832,1.6958,1.7085,1.7215
40.738,0.7323,0.7404,0.7484,0.7565,0.7646,0.7726,0.7807,0.7888,0.7968,0.8049,0.813,0.8211,0.8291,0.8372,0.8453,0.8534,0.8615,0.8696,0.8777,0.8858,0.8939,0.902,0.9102,0.9183,0.9264,0.9345,0.9427,0.9508,0.959,0.9671,0.9753,0.9835,0.9916,0.9998,1.008,1.0162,1.0244,1.0326,1.0409,1.0491,1.0573,1.0656,1.0739,1.0821,1.0904,1.0987,1.107,1.1154,1.1237,1.1321,1.1404,1.1488,1.1572,1.1657,1.1741,1.1826,1.1911,1.1996,1.2081,1.2166,1.2252,1.2338,1.2424,1.2511,1.2598,1.2685,1.2773,1.2861,1.2949,1.3037,1.3126,1.3216,1.3306,1.3396,1.3487,1.3578,1.3669,1.3762,1.3855,1.3948,1.4042,1.4137,1.4232,1.4328,1.4425,1.4522,1.462,1.4719,1.4819,1.492,1.5022,1.5125,1.5229,1.5333,1.5439,1.5546,1.5655,1.5764,1.5875,1.5987,1.6101,1.6216,1.6333,1.6451,1.6571,1.6693,1.6816,1.6941,1.7069,1.7198
43.652,0.7316,0.7397,0.7477,0.7558,0.7638,0.7719,0.7799,0.788,0.7961,0.8041,0.8122,0.8203,0.8284,0.8364,0.8445,0.8526,0.8607,0.8688,0.8769,0.885,0.8931,0.9012,0.9093,0.9174,0.9255,0.9336,0.9418,0.9499,0.9581,0.9662,0.9744,0.9825,0.9907,0.9989,1.007,1.0152,1.0234,1.0316,1.0399,1.0481,1.0563,1.0646,1.0728,1.0811,1.0894,1.0977,1.106,1.1143,1.1226,1.131,1.1393,1.1477,1.1561,1.1645,1.173,1.1814,1.1899,1.1984,1.2069,1.2155,1.224,1.2326,1.2413,1.2499,1.2586,1.2673,1.276,1.2848,1.2936,1.3025,1.3114,1.3203,1.3293,1.3383,1.3474,1.3565,1.3656,1.3749,1.3841,1.3935,1.4028,1.4123,1.4218,1.4314,1.4411,1.4508,1.4606,1.4705,1.4805,1.4906,1.5008,1.511,1.5214,1.5319,1.5425,1.5532,1.564,1.5749,1.586,1.5972,1.6086,1.6201,1.6317,1.6435,1.6555,1.6677,1.68,1.6925,1.7052,1.7181
46.774,0.7309,0.739,0.747,0.755,0.7631,0.7711,0.7792,0.7873,0.7953,0.8034,0.8114,0.8195,0.8276,0.8356,0.8437,0.8518,0.8599,0.8679,0.876,0.8841,0.8922,0.9003,0.9084,0.9165,0.9246,0.9328,0.9409,0.949,0.9571,0.9653,0.9734,0.9816,0.9897,0.9979,1.0061,1.0143,1.0225,1.0307,1.0389,1.0471,1.0553,1.0636,1.0718,1.0801,1.0883,1.0966,1.1049,1.1132,1.1216,1.1299,1.1383,1.1466,1.155,1.1634,1.1719,1.1803,1.1888,1.1973,1.2058,1.2143,1.2229,1.2315,1.2401,1.2487,1.2574,1.2661,1.2748,1.2836,1.2924,1.3012,1.3101,1.3191,1.328,1.337,1.3461,1.3552,1.3643,1.3735,1.3828,1.3921,1.4015,1.411,1.4205,1.4301,1.4397,1.4494,1.4592,1.4691,1.4791,1.4892,1.4993,1.5096,1.5199,1.5304,1.541,1.5517,1.5625,1.5734,1.5845,1.5957,1.607,1.6185,1.6302,1.642,1.6539,1.6661,1.6784,1.6909,1.7036,1.7165
50.119,0.7302,0.7383,0.7463,0.7543,0.7624,0.7704,0.7785,0.7865,0.7946,0.8026,0.8107,0.8187,0.8268,0.8348,0.8429,0.851,0.8591,0.8671,0.8752,0.8833,0.8914,0.8995,0.9076,0.9157,0.9238,0.9319,0.94,0.9481,0.9562,0.9644,0.9725,0.9807,0.9888,0.997,1.0051,1.0133,1.0215,1.0297,1.0379,1.0461,1.0543,1.0626,1.0708,1.079,1.0873,1.0956,1.1039,1.1122,1.1205,1.1288,1.1372,1.1456,1.1539,1.1623,1.1708,1.1792,1.1877,1.1961,1.2046,1.2132,1.2217,1.2303,1.2389,1.2475,1.2562,1.2649,1.2736,1.2824,1.2912,1.3,1.3089,1.3178,1.3268,1.3358,1.3448,1.3539,1.3631,1.3723,1.3815,1.3908,1.4002,1.4096,1.4191,1.4287,1.4384,1.4481,1.4579,1.4677,1.4777,1.4878,1.4979,1.5082,1.5185,1.529,1.5395,1.5502,1.561,1.5719,1.583,1.5942,1.6055,1.617,1.6286,1.6404,1.6524,1.6645,1.6768,1.6893,1.702,1.7149
53.703,0.7295,0.7376,0.7456,0.7536,0.7617,0.7697,0.7777,0.7858,0.7938,0.8019,0.8099,0.818,0.826,0.8341,0.8421,0.8502,0.8583,0.8663,0.8744,0.8825,0.8906,0.8986,0.9067,0.9148,0.9229,0.931,0.9391,0.9472,0.9554,0.9635,0.9716,0.9797,0.9879,0.996,1.0042,1.0124,1.0205,1.0287,1.0369,1.0451,1.0533,1.0616,1.0698,1.078,1.0863,1.0946,1.1029,1.1111,1.1195,1.1278,1.1361,1.1445,1.1529,1.1613,1.1697,1.1781,1.1866,1.195,1.2035,1.212,1.2206,1.2292,1.2378,1.2464,1.255,1.2637,1.2724,1.2812,1.29,1.2988,1.3077,1.3166,1.3255,1.3345,1.3436,1.3526,1.3618,1.371,1.3802,1.3895,1.3989,1.4083,1.4178,1.4274,1.437,1.4467,1.4565,1.4664,1.4763,1.4864,1.4965,1.5068,1.5171,1.5275,1.5381,1.5488,1.5596,1.5705,1.5815,1.5927,1.604,1.6155,1.6271,1.6389,1.6509,1.663,1.6753,1.6877,1.7004,1.7133
57.544,0.7289,0.7369,0.7449,0.7529,0.761,0.769,0.777,0.7851,0.7931,0.8011,0.8092,0.8172,0.8253,0.8333,0.8414,0.8494,0.8575,0.8655,0.8736,0.8817,0.8897,0.8978,0.9059,0.914,0.9221,0.9302,0.9383,0.9464,0.9545,0.9626,0.9707,0.9788,0.987,0.9951,1.0033,1.0114,1.0196,1.0278,1.036,1.0442,1.0524,1.0606,1.0688,1.077,1.0853,1.0936,1.1018,1.1101,1.1184,1.1267,1.1351,1.1434,1.1518,1.1602,1.1686,1.177,1.1855,1.1939,1.2024,1.2109,1.2195,1.228,1.2366,1.2452,1.2539,1.2626,1.2713,1.28,1.2888,1.2976,1.3065,1.3154,1.3243,1.3333,1.3423,1.3514,1.3605,1.3697,1.3789,1.3882,1.3976,1.407,1.4165,1.4261,1.4357,1.4454,1.4552,1.465,1.475,1.485,1.4951,1.5054,1.5157,1.5261,1.5367,1.5473,1.5581,1.569,1.5801,1.5912,1.6025,1.614,1.6256,1.6374,1.6493,1.6614,1.6737,1.6862,1.6988,1.7117
61.66,0.7282,0.7362,0.7442,0.7522,0.7603,0.7683,0.7763,0.7843,0.7924,0.8004,0.8084,0.8165,0.8245,0.8325,0.8406,0.8486,0.8567,0.8647,0.8728,0.8808,0.8889,0.897,0.9051,0.9131,0.9212,0.9293,0.9374,0.9455,0.9536,0.9617,0.9698,0.9779,0.9861,0.9942,1.0024,1.0105,1.0187,1.0268,1.035,1.0432,1.0514,1.0596,1.0678,1.0761,1.0843,1.0926,1.1008,1.1091,1.1174,1.1257,1.134,1.1424,1.1507,1.1591,1.1675,1.1759,1.1844,1.1928,1.2013,1.2098,1.2183,1.2269,1.2355,1.2441,1.2527,1.2614,1.2701,1.2788,1.2876,1.2964,1.3053,1.3142,1.3231,1.3321,1.3411,1.3502,1.3593,1.3685,1.3777,1.387,1.3963,1.4057,1.4152,1.4248,1.4344,1.4441,1.4538,1.4637,1.4736,1.4837,1.4938,1.504,1.5143,1.5247,1.5353,1.5459,1.5567,1.5676,1.5786,1.5898,1.6011,1.6125,1.6241,1.6359,1.6478,1.6599,1.6722,1.6846,1.6973,1.7101
