Figure NA.3 – Values of cr(z),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Height (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.372,0.8067,0.8156,0.8245,0.8333,0.8422,0.8511,0.86,0.8689,0.8778,0.8867,0.8956,0.9045,0.9134,0.9223,0.9312,0.9401,0.949,0.958,0.9669,0.9758,0.9847,0.9937,1.0026,1.0116,1.0205,1.0295,1.0385,1.0474,1.0564,1.0654,1.0744,1.0834,1.0924,1.1014,1.1104,1.1195,1.1285,1.1375,1.1466,1.1557,1.1648,1.1738,1.183,1.1921,1.2012,1.2103,1.2195,1.2287,1.2379,1.2471,1.2563,1.2655,1.2748,1.2841,1.2934,1.3027,1.3121,1.3214,1.3308,1.3402,1.3497,1.3592,1.3687,1.3782,1.3878,1.3974,1.407,1.4167,1.4264,1.4362,1.446,1.4558,1.4657,1.4757,1.4857,1.4957,1.5058,1.516,1.5262,1.5365,1.5469,1.5573,1.5678,1.5764,1.5849,1.5934,1.6021,1.6108,1.6196,1.6286,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.398,0.805,0.8139,0.8228,0.8316,0.8405,0.8494,0.8582,0.8671,0.876,0.8849,0.8937,0.9026,0.9115,0.9204,0.9293,0.9382,0.9471,0.956,0.9649,0.9738,0.9827,0.9916,1.0006,1.0095,1.0184,1.0274,1.0363,1.0453,1.0542,1.0632,1.0722,1.0811,1.0901,1.0991,1.1081,1.1171,1.1262,1.1352,1.1442,1.1533,1.1624,1.1714,1.1805,1.1896,1.1987,1.2079,1.217,1.2261,1.2353,1.2445,1.2537,1.2629,1.2722,1.2814,1.2907,1.3,1.3094,1.3187,1.3281,1.3375,1.3469,1.3564,1.3659,1.3754,1.3849,1.3945,1.4041,1.4138,1.4235,1.4332,1.443,1.4528,1.4627,1.4726,1.4826,1.4926,1.5027,1.5129,1.5231,1.5333,1.5437,1.5541,1.5645,1.5751,1.5849,1.5934,1.6021,1.6108,1.6196,1.6286,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.427,0.8034,0.8123,0.8211,0.8299,0.8388,0.8476,0.8565,0.8653,0.8742,0.8831,0.8919,0.9008,0.9096,0.9185,0.9274,0.9363,0.9452,0.954,0.9629,0.9718,0.9807,0.9896,0.9985,1.0074,1.0164,1.0253,1.0342,1.0431,1.0521,1.061,1.07,1.0789,1.0879,1.0969,1.1059,1.1149,1.1239,1.1329,1.1419,1.1509,1.16,1.169,1.1781,1.1872,1.1963,1.2054,1.2145,1.2237,1.2328,1.242,1.2512,1.2604,1.2696,1.2788,1.2881,1.2974,1.3067,1.316,1.3254,1.3348,1.3442,1.3536,1.3631,1.3726,1.3821,1.3917,1.4013,1.4109,1.4206,1.4303,1.4401,1.4499,1.4597,1.4696,1.4796,1.4896,1.4997,1.5098,1.52,1.5302,1.5405,1.5509,1.5614,1.5719,1.5825,1.5932,1.6021,1.6108,1.6196,1.6286,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.457,0.8018,0.8106,0.8194,0.8283,0.8371,0.8459,0.8548,0.8636,0.8724,0.8813,0.8901,0.899,0.9078,0.9167,0.9255,0.9344,0.9433,0.9521,0.961,0.9699,0.9787,0.9876,0.9965,1.0054,1.0143,1.0232,1.0321,1.041,1.05,1.0589,1.0678,1.0768,1.0857,1.0947,1.1037,1.1126,1.1216,1.1306,1.1396,1.1486,1.1577,1.1667,1.1757,1.1848,1.1939,1.203,1.2121,1.2212,1.2303,1.2395,1.2486,1.2578,1.267,1.2763,1.2855,1.2948,1.3041,1.3134,1.3227,1.3321,1.3415,1.3509,1.3603,1.3698,1.3793,1.3889,1.3985,1.4081,1.4177,1.4274,1.4372,1.447,1.4568,1.4667,1.4766,1.4866,1.4967,1.5068,1.5169,1.5271,1.5374,1.5478,1.5582,1.5687,1.5793,1.59,1.6008,1.6108,1.6196,1.6286,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.49,0.8002,0.809,0.8178,0.8266,0.8354,0.8443,0.8531,0.8619,0.8707,0.8795,0.8884,0.8972,0.906,0.9149,0.9237,0.9325,0.9414,0.9502,0.9591,0.9679,0.9768,0.9857,0.9945,1.0034,1.0123,1.0212,1.0301,1.039,1.0479,1.0568,1.0657,1.0746,1.0836,1.0925,1.1015,1.1104,1.1194,1.1284,1.1374,1.1464,1.1554,1.1644,1.1734,1.1825,1.1915,1.2006,1.2097,1.2188,1.2279,1.237,1.2462,1.2553,1.2645,1.2737,1.283,1.2922,1.3015,1.3108,1.3201,1.3294,1.3388,1.3482,1.3576,1.3671,1.3766,1.3861,1.3957,1.4053,1.4149,1.4246,1.4343,1.4441,1.4539,1.4638,1.4737,1.4837,1.4937,1.5038,1.5139,1.5241,1.5344,1.5447,1.5551,1.5656,1.5762,1.5868,1.5976,1.6084,1.6193,1.6286,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.525,0.7986,0.8074,0.8162,0.825,0.8338,0.8426,0.8514,0.8602,0.869,0.8778,0.8866,0.8954,0.9042,0.9131,0.9219,0.9307,0.9395,0.9484,0.9572,0.9661,0.9749,0.9837,0.9926,1.0015,1.0103,1.0192,1.0281,1.0369,1.0458,1.0547,1.0636,1.0725,1.0815,1.0904,1.0993,1.1083,1.1172,1.1262,1.1351,1.1441,1.1531,1.1621,1.1711,1.1801,1.1892,1.1982,1.2073,1.2164,1.2255,1.2346,1.2437,1.2529,1.2621,1.2712,1.2804,1.2897,1.2989,1.3082,1.3175,1.3268,1.3362,1.3456,1.355,1.3644,1.3739,1.3834,1.393,1.4025,1.4122,1.4218,1.4315,1.4413,1.4511,1.4609,1.4708,1.4808,1.4908,1.5008,1.5109,1.5211,1.5314,1.5417,1.5521,1.5626,1.5731,1.5837,1.5945,1.6053,1.6162,1.6272,1.6375,1.6466,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.562,0.7971,0.8059,0.8146,0.8234,0.8322,0.841,0.8498,0.8585,0.8673,0.8761,0.8849,0.8937,0.9025,0.9113,0.9201,0.9289,0.9377,0.9465,0.9554,0.9642,0.973,0.9818,0.9907,0.9995,1.0084,1.0172,1.0261,1.0349,1.0438,1.0527,1.0616,1.0705,1.0794,1.0883,1.0972,1.1061,1.115,1.124,1.1329,1.1419,1.1509,1.1599,1.1689,1.1779,1.1869,1.1959,1.205,1.214,1.2231,1.2322,1.2413,1.2505,1.2596,1.2688,1.278,1.2872,1.2964,1.3057,1.315,1.3243,1.3336,1.343,1.3524,1.3618,1.3712,1.3807,1.3903,1.3998,1.4094,1.4191,1.4288,1.4385,1.4483,1.4581,1.468,1.4779,1.4879,1.4979,1.508,1.5182,1.5284,1.5387,1.5491,1.5595,1.5701,1.5807,1.5914,1.6022,1.613,1.624,1.6351,1.6463,1.6558,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.603,0.7956,0.8043,0.8131,0.8218,0.8306,0.8394,0.8481,0.8569,0.8657,0.8744,0.8832,0.892,0.9008,0.9096,0.9184,0.9271,0.9359,0.9447,0.9535,0.9623,0.9712,0.98,0.9888,0.9976,1.0064,1.0153,1.0241,1.033,1.0418,1.0507,1.0596,1.0684,1.0773,1.0862,1.0951,1.104,1.1129,1.1218,1.1308,1.1397,1.1487,1.1576,1.1666,1.1756,1.1846,1.1936,1.2027,1.2117,1.2208,1.2299,1.239,1.2481,1.2572,1.2664,1.2755,1.2847,1.2939,1.3032,1.3125,1.3217,1.3311,1.3404,1.3498,1.3592,1.3686,1.3781,1.3876,1.3972,1.4067,1.4164,1.426,1.4357,1.4455,1.4553,1.4652,1.4751,1.485,1.4951,1.5051,1.5153,1.5255,1.5358,1.5461,1.5566,1.5671,1.5777,1.5883,1.5991,1.61,1.6209,1.632,1.6431,1.6544,1.6651,1.6745,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.646,0.7941,0.8028,0.8116,0.8203,0.829,0.8378,0.8465,0.8553,0.864,0.8728,0.8816,0.8903,0.8991,0.9078,0.9166,0.9254,0.9342,0.943,0.9517,0.9605,0.9693,0.9781,0.9869,0.9957,1.0045,1.0134,1.0222,1.031,1.0399,1.0487,1.0576,1.0664,1.0753,1.0842,1.093,1.1019,1.1108,1.1197,1.1286,1.1376,1.1465,1.1555,1.1644,1.1734,1.1824,1.1914,1.2004,1.2094,1.2185,1.2275,1.2366,1.2457,1.2548,1.264,1.2731,1.2823,1.2915,1.3007,1.31,1.3193,1.3286,1.3379,1.3472,1.3566,1.3661,1.3755,1.385,1.3945,1.4041,1.4137,1.4233,1.433,1.4428,1.4526,1.4624,1.4723,1.4822,1.4922,1.5023,1.5124,1.5226,1.5329,1.5432,1.5536,1.5641,1.5747,1.5853,1.5961,1.6069,1.6179,1.6289,1.64,1.6513,1.6627,1.6742,1.684,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.692,0.7926,0.8013,0.81,0.8188,0.8275,0.8362,0.845,0.8537,0.8624,0.8712,0.8799,0.8887,0.8974,0.9062,0.9149,0.9237,0.9324,0.9412,0.95,0.9587,0.9675,0.9763,0.9851,0.9939,1.0027,1.0115,1.0203,1.0291,1.0379,1.0468,1.0556,1.0644,1.0733,1.0821,1.091,1.0999,1.1088,1.1176,1.1265,1.1355,1.1444,1.1533,1.1623,1.1712,1.1802,1.1892,1.1982,1.2072,1.2162,1.2253,1.2343,1.2434,1.2525,1.2616,1.2708,1.2799,1.2891,1.2983,1.3075,1.3168,1.3261,1.3354,1.3447,1.3541,1.3635,1.3729,1.3824,1.3919,1.4015,1.4111,1.4207,1.4304,1.4401,1.4499,1.4597,1.4696,1.4795,1.4895,1.4995,1.5096,1.5198,1.53,1.5404,1.5507,1.5612,1.5718,1.5824,1.5931,1.6039,1.6149,1.6259,1.637,1.6482,1.6596,1.671,1.6826,1.6937,1.7034,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.741,0.7911,0.7998,0.8086,0.8173,0.826,0.8347,0.8434,0.8521,0.8608,0.8696,0.8783,0.887,0.8958,0.9045,0.9132,0.922,0.9307,0.9395,0.9482,0.957,0.9657,0.9745,0.9833,0.9921,1.0008,1.0096,1.0184,1.0272,1.036,1.0448,1.0536,1.0625,1.0713,1.0801,1.089,1.0979,1.1067,1.1156,1.1245,1.1334,1.1423,1.1512,1.1601,1.1691,1.178,1.187,1.196,1.205,1.214,1.223,1.2321,1.2411,1.2502,1.2593,1.2684,1.2776,1.2867,1.2959,1.3051,1.3144,1.3236,1.3329,1.3423,1.3516,1.361,1.3704,1.3799,1.3894,1.3989,1.4085,1.4181,1.4277,1.4374,1.4472,1.457,1.4669,1.4768,1.4867,1.4968,1.5068,1.517,1.5272,1.5375,1.5479,1.5583,1.5689,1.5795,1.5902,1.601,1.6119,1.6229,1.634,1.6452,1.6565,1.668,1.6795,1.6912,1.7031,1.7133,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.794,0.7897,0.7984,0.8071,0.8158,0.8245,0.8332,0.8419,0.8506,0.8593,0.868,0.8767,0.8854,0.8941,0.9029,0.9116,0.9203,0.929,0.9378,0.9465,0.9552,0.964,0.9727,0.9815,0.9903,0.999,1.0078,1.0166,1.0254,1.0341,1.0429,1.0517,1.0605,1.0694,1.0782,1.087,1.0959,1.1047,1.1136,1.1224,1.1313,1.1402,1.1491,1.158,1.1669,1.1759,1.1848,1.1938,1.2028,1.2118,1.2208,1.2298,1.2389,1.2479,1.257,1.2661,1.2753,1.2844,1.2936,1.3028,1.312,1.3212,1.3305,1.3398,1.3492,1.3585,1.3679,1.3774,1.3869,1.3964,1.4059,1.4155,1.4252,1.4348,1.4446,1.4544,1.4642,1.4741,1.484,1.494,1.5041,1.5143,1.5245,1.5347,1.5451,1.5555,1.566,1.5766,1.5873,1.5981,1.609,1.6199,1.631,1.6422,1.6535,1.6649,1.6765,1.6882,1.7,1.7119,1.7233,1.7335,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.851,0.7883,0.797,0.8056,0.8143,0.823,0.8317,0.8404,0.8491,0.8577,0.8664,0.8751,0.8838,0.8925,0.9012,0.9099,0.9187,0.9274,0.9361,0.9448,0.9535,0.9623,0.971,0.9797,0.9885,0.9972,1.006,1.0147,1.0235,1.0323,1.0411,1.0499,1.0586,1.0674,1.0763,1.0851,1.0939,1.1027,1.1116,1.1204,1.1293,1.1382,1.147,1.1559,1.1649,1.1738,1.1827,1.1917,1.2006,1.2096,1.2186,1.2276,1.2366,1.2457,1.2548,1.2639,1.273,1.2821,1.2913,1.3004,1.3096,1.3189,1.3281,1.3374,1.3467,1.3561,1.3655,1.3749,1.3844,1.3939,1.4034,1.413,1.4226,1.4323,1.442,1.4518,1.4616,1.4714,1.4814,1.4914,1.5014,1.5115,1.5217,1.532,1.5423,1.5527,1.5632,1.5738,1.5845,1.5952,1.6061,1.617,1.6281,1.6393,1.6506,1.662,1.6735,1.6851,1.6969,1.7089,1.721,1.7332,1.7438,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.912,0.7869,0.7956,0.8042,0.8129,0.8215,0.8302,0.8389,0.8476,0.8562,0.8649,0.8736,0.8823,0.891,0.8996,0.9083,0.917,0.9257,0.9344,0.9431,0.9518,0.9606,0.9693,0.978,0.9867,0.9955,1.0042,1.013,1.0217,1.0305,1.0392,1.048,1.0568,1.0656,1.0743,1.0831,1.092,1.1008,1.1096,1.1184,1.1273,1.1361,1.145,1.1539,1.1628,1.1717,1.1806,1.1896,1.1985,1.2075,1.2164,1.2254,1.2345,1.2435,1.2525,1.2616,1.2707,1.2798,1.289,1.2981,1.3073,1.3165,1.3258,1.3351,1.3444,1.3537,1.3631,1.3725,1.3819,1.3914,1.4009,1.4105,1.4201,1.4297,1.4394,1.4492,1.459,1.4688,1.4788,1.4887,1.4988,1.5089,1.519,1.5293,1.5396,1.55,1.5605,1.571,1.5817,1.5924,1.6032,1.6142,1.6252,1.6364,1.6476,1.659,1.6705,1.6822,1.6939,1.7059,1.7179,1.7301,1.7425,1.7542,1.7648,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
0.977,0.7855,0.7942,0.8028,0.8115,0.8201,0.8288,0.8374,0.8461,0.8547,0.8634,0.8721,0.8807,0.8894,0.8981,0.9067,0.9154,0.9241,0.9328,0.9415,0.9502,0.9589,0.9676,0.9763,0.985,0.9937,1.0025,1.0112,1.0199,1.0287,1.0374,1.0462,1.0549,1.0637,1.0725,1.0813,1.09,1.0989,1.1077,1.1165,1.1253,1.1342,1.143,1.1519,1.1608,1.1697,1.1786,1.1875,1.1964,1.2054,1.2143,1.2233,1.2323,1.2413,1.2504,1.2594,1.2685,1.2776,1.2867,1.2959,1.305,1.3142,1.3235,1.3327,1.342,1.3513,1.3607,1.3701,1.3795,1.389,1.3985,1.408,1.4176,1.4272,1.4369,1.4466,1.4564,1.4663,1.4762,1.4861,1.4961,1.5062,1.5164,1.5266,1.5369,1.5473,1.5577,1.5683,1.5789,1.5896,1.6004,1.6113,1.6224,1.6335,1.6448,1.6561,1.6676,1.6792,1.691,1.7029,1.7149,1.7271,1.7395,1.752,1.7647,1.7756,1.7865,1.7976,1.8088,1.8203,1.8319
1.047,0.7842,0.7928,0.8014,0.8101,0.8187,0.8273,0.836,0.8446,0.8533,0.8619,0.8706,0.8792,0.8879,0.8965,0.9052,0.9138,0.9225,0.9312,0.9399,0.9485,0.9572,0.9659,0.9746,0.9833,0.992,1.0007,1.0094,1.0182,1.0269,1.0356,1.0444,1.0531,1.0619,1.0706,1.0794,1.0882,1.097,1.1058,1.1146,1.1234,1.1322,1.141,1.1499,1.1588,1.1676,1.1765,1.1854,1.1943,1.2033,1.2122,1.2212,1.2302,1.2392,1.2482,1.2572,1.2663,1.2754,1.2845,1.2936,1.3028,1.312,1.3212,1.3304,1.3397,1.349,1.3583,1.3677,1.3771,1.3866,1.3961,1.4056,1.4152,1.4248,1.4344,1.4441,1.4539,1.4637,1.4736,1.4836,1.4936,1.5036,1.5138,1.524,1.5342,1.5446,1.555,1.5656,1.5762,1.5869,1.5977,1.6086,1.6196,1.6307,1.6419,1.6533,1.6647,1.6763,1.6881,1.6999,1.7119,1.7241,1.7364,1.7489,1.7616,1.7744,1.7865,1.7976,1.8088,1.8203,1.8319
1.122,0.7828,0.7914,0.8001,0.8087,0.8173,0.8259,0.8345,0.8432,0.8518,0.8604,0.8691,0.8777,0.8863,0.895,0.9036,0.9123,0.9209,0.9296,0.9383,0.9469,0.9556,0.9643,0.9729,0.9816,0.9903,0.999,1.0077,1.0164,1.0251,1.0338,1.0426,1.0513,1.06,1.0688,1.0775,1.0863,1.0951,1.1039,1.1127,1.1215,1.1303,1.1391,1.1479,1.1568,1.1656,1.1745,1.1834,1.1923,1.2012,1.2102,1.2191,1.2281,1.2371,1.2461,1.2551,1.2641,1.2732,1.2823,1.2914,1.3006,1.3097,1.3189,1.3282,1.3374,1.3467,1.356,1.3654,1.3748,1.3842,1.3937,1.4032,1.4127,1.4223,1.432,1.4417,1.4514,1.4612,1.4711,1.481,1.491,1.5011,1.5112,1.5214,1.5316,1.542,1.5524,1.5629,1.5735,1.5842,1.5949,1.6058,1.6168,1.6279,1.6391,1.6504,1.6619,1.6735,1.6852,1.697,1.709,1.7212,1.7335,1.746,1.7586,1.7714,1.7844,1.7976,1.8088,1.8203,1.8319
1.202,0.7815,0.7901,0.7987,0.8073,0.8159,0.8245,0.8331,0.8417,0.8504,0.859,0.8676,0.8762,0.8848,0.8935,0.9021,0.9107,0.9194,0.928,0.9367,0.9453,0.954,0.9626,0.9713,0.98,0.9886,0.9973,1.006,1.0147,1.0234,1.0321,1.0408,1.0495,1.0583,1.067,1.0757,1.0845,1.0932,1.102,1.1108,1.1196,1.1284,1.1372,1.146,1.1548,1.1637,1.1725,1.1814,1.1903,1.1992,1.2081,1.2171,1.226,1.235,1.244,1.253,1.262,1.2711,1.2801,1.2892,1.2984,1.3075,1.3167,1.3259,1.3352,1.3444,1.3537,1.3631,1.3725,1.3819,1.3913,1.4008,1.4104,1.4199,1.4296,1.4393,1.449,1.4588,1.4686,1.4785,1.4885,1.4985,1.5086,1.5188,1.529,1.5394,1.5498,1.5603,1.5708,1.5815,1.5923,1.6031,1.6141,1.6252,1.6363,1.6477,1.6591,1.6706,1.6823,1.6942,1.7061,1.7183,1.7306,1.743,1.7556,1.7684,1.7814,1.7946,1.808,1.8203,1.8319
1.288,0.7802,0.7888,0.7974,0.806,0.8146,0.8232,0.8317,0.8403,0.8489,0.8576,0.8662,0.8748,0.8834,0.892,0.9006,0.9092,0.9179,0.9265,0.9351,0.9438,0.9524,0.961,0.9697,0.9783,0.987,0.9957,1.0043,1.013,1.0217,1.0304,1.0391,1.0478,1.0565,1.0652,1.0739,1.0827,1.0914,1.1002,1.1089,1.1177,1.1265,1.1353,1.1441,1.1529,1.1617,1.1706,1.1794,1.1883,1.1972,1.2061,1.215,1.224,1.2329,1.2419,1.2509,1.2599,1.2689,1.278,1.2871,1.2962,1.3053,1.3145,1.3237,1.3329,1.3422,1.3515,1.3608,1.3702,1.3796,1.389,1.3985,1.408,1.4176,1.4272,1.4369,1.4466,1.4563,1.4662,1.4761,1.486,1.496,1.5061,1.5163,1.5265,1.5368,1.5472,1.5577,1.5682,1.5789,1.5896,1.6004,1.6114,1.6225,1.6336,1.6449,1.6563,1.6679,1.6795,1.6913,1.7033,1.7154,1.7277,1.7401,1.7527,1.7655,1.7784,1.7916,1.8049,1.8185,1.8319
1.38,0.7789,0.7875,0.7961,0.8046,0.8132,0.8218,0.8304,0.839,0.8476,0.8561,0.8647,0.8733,0.8819,0.8905,0.8991,0.9077,0.9163,0.925,0.9336,0.9422,0.9508,0.9595,0.9681,0.9767,0.9854,0.994,1.0027,1.0113,1.02,1.0287,1.0374,1.0461,1.0548,1.0635,1.0722,1.0809,1.0896,1.0984,1.1071,1.1159,1.1246,1.1334,1.1422,1.151,1.1598,1.1687,1.1775,1.1864,1.1952,1.2041,1.213,1.2219,1.2309,1.2399,1.2488,1.2578,1.2669,1.2759,1.285,1.2941,1.3032,1.3124,1.3215,1.3307,1.34,1.3493,1.3586,1.3679,1.3773,1.3867,1.3962,1.4057,1.4152,1.4248,1.4345,1.4442,1.454,1.4638,1.4736,1.4836,1.4936,1.5036,1.5138,1.524,1.5343,1.5446,1.5551,1.5656,1.5763,1.587,1.5978,1.6087,1.6198,1.6309,1.6422,1.6536,1.6651,1.6768,1.6886,1.7005,1.7126,1.7248,1.7373,1.7498,1.7626,1.7755,1.7887,1.802,1.8155,1.8292
1.479,0.7777,0.7862,0.7948,0.8033,0.8119,0.8205,0.829,0.8376,0.8462,0.8547,0.8633,0.8719,0.8805,0.8891,0.8977,0.9063,0.9149,0.9235,0.9321,0.9407,0.9493,0.9579,0.9665,0.9751,0.9838,0.9924,1.0011,1.0097,1.0184,1.027,1.0357,1.0444,1.053,1.0617,1.0704,1.0791,1.0878,1.0966,1.1053,1.1141,1.1228,1.1316,1.1403,1.1491,1.1579,1.1668,1.1756,1.1844,1.1933,1.2022,1.2111,1.22,1.2289,1.2378,1.2468,1.2558,1.2648,1.2738,1.2829,1.292,1.3011,1.3102,1.3194,1.3286,1.3378,1.3471,1.3564,1.3657,1.3751,1.3845,1.3939,1.4034,1.4129,1.4225,1.4322,1.4418,1.4516,1.4614,1.4712,1.4812,1.4911,1.5012,1.5113,1.5215,1.5318,1.5421,1.5526,1.5631,1.5737,1.5844,1.5952,1.6061,1.6171,1.6283,1.6395,1.6509,1.6624,1.674,1.6858,1.6977,1.7098,1.722,1.7344,1.747,1.7597,1.7726,1.7857,1.799,1.8126,1.8263
1.585,0.7764,0.785,0.7935,0.802,0.8106,0.8191,0.8277,0.8363,0.8448,0.8534,0.8619,0.8705,0.8791,0.8876,0.8962,0.9048,0.9134,0.922,0.9306,0.9392,0.9478,0.9564,0.965,0.9736,0.9822,0.9908,0.9994,1.0081,1.0167,1.0254,1.034,1.0427,1.0514,1.06,1.0687,1.0774,1.0861,1.0948,1.1035,1.1123,1.121,1.1298,1.1385,1.1473,1.1561,1.1649,1.1737,1.1825,1.1914,1.2002,1.2091,1.218,1.2269,1.2358,1.2448,1.2538,1.2628,1.2718,1.2808,1.2899,1.299,1.3081,1.3173,1.3264,1.3357,1.3449,1.3542,1.3635,1.3728,1.3822,1.3917,1.4012,1.4107,1.4202,1.4299,1.4395,1.4493,1.459,1.4689,1.4788,1.4887,1.4988,1.5089,1.5191,1.5293,1.5396,1.5501,1.5606,1.5712,1.5819,1.5927,1.6035,1.6146,1.6257,1.6369,1.6483,1.6597,1.6714,1.6831,1.695,1.7071,1.7193,1.7316,1.7442,1.7569,1.7698,1.7829,1.7962,1.8096,1.8233
1.698,0.7752,0.7837,0.7922,0.8008,0.8093,0.8178,0.8264,0.8349,0.8435,0.852,0.8606,0.8691,0.8777,0.8862,0.8948,0.9034,0.9119,0.9205,0.9291,0.9377,0.9463,0.9548,0.9634,0.972,0.9806,0.9892,0.9979,1.0065,1.0151,1.0237,1.0324,1.041,1.0497,1.0583,1.067,1.0757,1.0844,1.0931,1.1018,1.1105,1.1192,1.128,1.1367,1.1455,1.1542,1.163,1.1718,1.1806,1.1895,1.1983,1.2072,1.2161,1.225,1.2339,1.2428,1.2518,1.2608,1.2698,1.2788,1.2879,1.2969,1.306,1.3152,1.3243,1.3335,1.3428,1.352,1.3613,1.3707,1.38,1.3895,1.3989,1.4084,1.418,1.4276,1.4372,1.447,1.4567,1.4665,1.4764,1.4864,1.4964,1.5065,1.5167,1.5269,1.5372,1.5476,1.5581,1.5687,1.5794,1.5901,1.601,1.612,1.6231,1.6343,1.6456,1.6571,1.6687,1.6804,1.6923,1.7044,1.7165,1.7289,1.7414,1.7541,1.767,1.78,1.7933,1.8068,1.8204
1.82,0.774,0.7825,0.791,0.7995,0.808,0.8166,0.8251,0.8336,0.8421,0.8507,0.8592,0.8678,0.8763,0.8848,0.8934,0.9019,0.9105,0.9191,0.9276,0.9362,0.9448,0.9533,0.9619,0.9705,0.9791,0.9877,0.9963,1.0049,1.0135,1.0221,1.0308,1.0394,1.048,1.0567,1.0653,1.074,1.0827,1.0914,1.1001,1.1088,1.1175,1.1262,1.1349,1.1437,1.1524,1.1612,1.17,1.1788,1.1876,1.1964,1.2053,1.2142,1.223,1.232,1.2409,1.2498,1.2588,1.2678,1.2768,1.2858,1.2949,1.304,1.3131,1.3223,1.3314,1.3407,1.3499,1.3592,1.3685,1.3779,1.3873,1.3967,1.4062,1.4158,1.4254,1.435,1.4447,1.4544,1.4642,1.4741,1.4841,1.4941,1.5041,1.5143,1.5245,1.5348,1.5452,1.5557,1.5662,1.5769,1.5876,1.5985,1.6095,1.6205,1.6317,1.6431,1.6545,1.6661,1.6778,1.6897,1.7017,1.7138,1.7262,1.7387,1.7514,1.7642,1.7773,1.7905,1.8039,1.8176
1.95,0.7728,0.7813,0.7898,0.7983,0.8068,0.8153,0.8238,0.8323,0.8408,0.8494,0.8579,0.8664,0.8749,0.8835,0.892,0.9006,0.9091,0.9176,0.9262,0.9347,0.9433,0.9519,0.9604,0.969,0.9776,0.9862,0.9948,1.0033,1.0119,1.0206,1.0292,1.0378,1.0464,1.055,1.0637,1.0723,1.081,1.0897,1.0983,1.107,1.1157,1.1244,1.1332,1.1419,1.1506,1.1594,1.1682,1.177,1.1858,1.1946,1.2034,1.2123,1.2212,1.23,1.239,1.2479,1.2568,1.2658,1.2748,1.2838,1.2929,1.302,1.3111,1.3202,1.3294,1.3386,1.3478,1.3571,1.3664,1.3757,1.3851,1.3946,1.404,1.4136,1.4231,1.4328,1.4424,1.4522,1.462,1.4718,1.4818,1.4917,1.5018,1.5119,1.5221,1.5324,1.5428,1.5532,1.5638,1.5744,1.5852,1.596,1.607,1.618,1.6292,1.6405,1.6519,1.6635,1.6752,1.687,1.699,1.7112,1.7235,1.736,1.7486,1.7615,1.7745,1.7877,1.8011,1.8148
